,TimeStample,Qi
32,2013-01-05 02:00:00,0.03525631370186273
33,2013-01-05 05:00:00,0.01824069890043681
33,2013-01-05 05:00:00,0.01824069890043681
33,2013-01-05 05:00:00,0.01824069890043681
34,2013-01-05 08:00:00,0.01825074057337952
34,2013-01-05 08:00:00,0.01825074057337952
34,2013-01-05 08:00:00,0.01825074057337952
35,2013-01-05 11:00:00,0.2353818346136466
35,2013-01-05 11:00:00,0.2353818346136466
35,2013-01-05 11:00:00,0.2353818346136466
36,2013-01-05 14:00:00,0.2016066676708339
36,2013-01-05 14:00:00,0.2016066676708339
36,2013-01-05 14:00:00,0.2016066676708339
37,2013-01-05 17:00:00,0.03545714716071697
37,2013-01-05 17:00:00,0.03545714716071697
37,2013-01-05 17:00:00,0.03545714716071697
38,2013-01-05 20:00:00,0.1258121202992419
38,2013-01-05 20:00:00,0.1258121202992419
38,2013-01-05 20:00:00,0.1258121202992419
39,2013-01-05 23:00:00,0.08245719736908168
39,2013-01-05 23:00:00,0.08245719736908168
39,2013-01-05 23:00:00,0.08245719736908168
40,2013-01-06 02:00:00,0.02507907817442386
40,2013-01-06 02:00:00,0.02507907817442386
40,2013-01-06 02:00:00,0.02507907817442386
41,2013-01-06 05:00:00,0.01833107395692122
41,2013-01-06 05:00:00,0.01833107395692122
41,2013-01-06 05:00:00,0.01833107395692122
42,2013-01-06 08:00:00,0.02850830948436009
42,2013-01-06 08:00:00,0.02850830948436009
42,2013-01-06 08:00:00,0.02850830948436009
43,2013-01-06 11:00:00,0.1416729427122559
43,2013-01-06 11:00:00,0.1416729427122559
43,2013-01-06 11:00:00,0.1416729427122559
44,2013-01-06 14:00:00,0.1703117939448712
44,2013-01-06 14:00:00,0.1703117939448712
44,2013-01-06 14:00:00,0.1703117939448712
45,2013-01-06 17:00:00,0.08454084450469447
45,2013-01-06 17:00:00,0.08454084450469447
45,2013-01-06 17:00:00,0.08454084450469447
46,2013-01-06 20:00:00,0.1727669829793644
46,2013-01-06 20:00:00,0.1727669829793644
46,2013-01-06 20:00:00,0.1727669829793644
47,2013-01-06 23:00:00,0.1173118441532359
47,2013-01-06 23:00:00,0.1173118441532359
47,2013-01-06 23:00:00,0.1173118441532359
48,2013-01-07 02:00:00,0.02849324697494602
48,2013-01-07 02:00:00,0.02849324697494602
48,2013-01-07 02:00:00,0.02849324697494602
49,2013-01-07 05:00:00,0.06027514183863031
49,2013-01-07 05:00:00,0.06027514183863031
49,2013-01-07 05:00:00,0.06027514183863031
50,2013-01-07 08:00:00,0.01838630315810614
50,2013-01-07 08:00:00,0.01838630315810614
50,2013-01-07 08:00:00,0.01838630315810614
51,2013-01-07 11:00:00,0.185012803133002
51,2013-01-07 11:00:00,0.185012803133002
51,2013-01-07 11:00:00,0.185012803133002
52,2013-01-07 14:00:00,0.1016669177084902
52,2013-01-07 14:00:00,0.1016669177084902
52,2013-01-07 14:00:00,0.1016669177084902
53,2013-01-07 17:00:00,0.05387357533765124
53,2013-01-07 17:00:00,0.05387357533765124
53,2013-01-07 17:00:00,0.05387357533765124
54,2013-01-07 20:00:00,0.0332329166039062
54,2013-01-07 20:00:00,0.0332329166039062
54,2013-01-07 20:00:00,0.0332329166039062
55,2013-01-07 23:00:00,0.02067580458904453
55,2013-01-07 23:00:00,0.02067580458904453
55,2013-01-07 23:00:00,0.02067580458904453
56,2013-01-08 02:00:00,0.01843149068634834
56,2013-01-08 02:00:00,0.01843149068634834
56,2013-01-08 02:00:00,0.01843149068634834
57,2013-01-08 05:00:00,0.01844655319576241
57,2013-01-08 05:00:00,0.01844655319576241
57,2013-01-08 05:00:00,0.01844655319576241
58,2013-01-08 08:00:00,0.01846161570517648
58,2013-01-08 08:00:00,0.01846161570517648
58,2013-01-08 08:00:00,0.01846161570517648
59,2013-01-08 11:00:00,0.02342220213887633
59,2013-01-08 11:00:00,0.02342220213887633
59,2013-01-08 11:00:00,0.02342220213887633
60,2013-01-08 14:00:00,0.008249234322438119
60,2013-01-08 14:00:00,0.008249234322438119
60,2013-01-08 14:00:00,0.008249234322438119
61,2013-01-08 17:00:00,0.01598132248832655
61,2013-01-08 17:00:00,0.01598132248832655
61,2013-01-08 17:00:00,0.01598132248832655
62,2013-01-08 20:00:00,0.02136365918562032
62,2013-01-08 20:00:00,0.02136365918562032
62,2013-01-08 20:00:00,0.02136365918562032
63,2013-01-08 23:00:00,0.01576542652005824
63,2013-01-08 23:00:00,0.01576542652005824
63,2013-01-08 23:00:00,0.01576542652005824
64,2013-01-09 02:00:00,0.006416629010393131
64,2013-01-09 02:00:00,0.006416629010393131
64,2013-01-09 02:00:00,0.006416629010393131
65,2013-01-09 05:00:00,0.01849174072400462
65,2013-01-09 05:00:00,0.01849174072400462
65,2013-01-09 05:00:00,0.01849174072400462
66,2013-01-09 08:00:00,0.0185168449063614
66,2013-01-09 08:00:00,0.0185168449063614
66,2013-01-09 08:00:00,0.0185168449063614
67,2013-01-09 11:00:00,0.0537530752623387
67,2013-01-09 11:00:00,0.0537530752623387
67,2013-01-09 11:00:00,0.0537530752623387
68,2013-01-09 14:00:00,0.03550233468895918
68,2013-01-09 14:00:00,0.03550233468895918
68,2013-01-09 14:00:00,0.03550233468895918
69,2013-01-09 17:00:00,0.01841642817693427
69,2013-01-09 17:00:00,0.01841642817693427
69,2013-01-09 17:00:00,0.01841642817693427
70,2013-01-09 20:00:00,0.02195611788924035
70,2013-01-09 20:00:00,0.02195611788924035
70,2013-01-09 20:00:00,0.02195611788924035
71,2013-01-09 23:00:00,0.02008836672189587
71,2013-01-09 23:00:00,0.02008836672189587
71,2013-01-09 23:00:00,0.02008836672189587
72,2013-01-10 02:00:00,0.04471556961389767
72,2013-01-10 02:00:00,0.04471556961389767
72,2013-01-10 02:00:00,0.04471556961389767
73,2013-01-10 05:00:00,0.04941005171461565
73,2013-01-10 05:00:00,0.04941005171461565
73,2013-01-10 05:00:00,0.04941005171461565
74,2013-01-10 08:00:00,0.01853190741577547
74,2013-01-10 08:00:00,0.01853190741577547
74,2013-01-10 08:00:00,0.01853190741577547
75,2013-01-10 11:00:00,0.03710900235979313
75,2013-01-10 11:00:00,0.03710900235979313
75,2013-01-10 11:00:00,0.03710900235979313
76,2013-01-10 14:00:00,0.07317869157001557
76,2013-01-10 14:00:00,0.07317869157001557
76,2013-01-10 14:00:00,0.07317869157001557
77,2013-01-10 17:00:00,0.03105387357533765
77,2013-01-10 17:00:00,0.03105387357533765
77,2013-01-10 17:00:00,0.03105387357533765
78,2013-01-10 20:00:00,0.02229753476929256
78,2013-01-10 20:00:00,0.02229753476929256
78,2013-01-10 20:00:00,0.02229753476929256
79,2013-01-10 23:00:00,0.06755535472209669
79,2013-01-10 23:00:00,0.06755535472209669
79,2013-01-10 23:00:00,0.06755535472209669
80,2013-01-11 02:00:00,0.04377165235728272
80,2013-01-11 02:00:00,0.04377165235728272
80,2013-01-11 02:00:00,0.04377165235728272
81,2013-01-11 05:00:00,0.01846663654164784
81,2013-01-11 05:00:00,0.01846663654164784
81,2013-01-11 05:00:00,0.01846663654164784
82,2013-01-11 08:00:00,0.03707385650449364
82,2013-01-11 08:00:00,0.03707385650449364
82,2013-01-11 08:00:00,0.03707385650449364
83,2013-01-11 11:00:00,0.01850178239694733
83,2013-01-11 11:00:00,0.01850178239694733
83,2013-01-11 11:00:00,0.01850178239694733
84,2013-01-11 14:00:00,0.01850178239694733
84,2013-01-11 14:00:00,0.01850178239694733
84,2013-01-11 14:00:00,0.01850178239694733
85,2013-01-11 17:00:00,0.03042124817994678
85,2013-01-11 17:00:00,0.03042124817994678
85,2013-01-11 17:00:00,0.03042124817994678
86,2013-01-11 20:00:00,0.02653512075111713
86,2013-01-11 20:00:00,0.02653512075111713
86,2013-01-11 20:00:00,0.02653512075111713
87,2013-01-11 23:00:00,0.02043480443841944
87,2013-01-11 23:00:00,0.02043480443841944
87,2013-01-11 23:00:00,0.02043480443841944
88,2013-01-12 02:00:00,0.04610132047999196
88,2013-01-12 02:00:00,0.04610132047999196
88,2013-01-12 02:00:00,0.04610132047999196
89,2013-01-12 05:00:00,0.0557212431591103
89,2013-01-12 05:00:00,0.0557212431591103
89,2013-01-12 05:00:00,0.0557212431591103
90,2013-01-12 08:00:00,0.03713410654214992
90,2013-01-12 08:00:00,0.03713410654214992
90,2013-01-12 08:00:00,0.03713410654214992
91,2013-01-12 11:00:00,0.03290656223326806
91,2013-01-12 11:00:00,0.03290656223326806
91,2013-01-12 11:00:00,0.03290656223326806
92,2013-01-12 14:00:00,0.04583019531053873
92,2013-01-12 14:00:00,0.04583019531053873
92,2013-01-12 14:00:00,0.04583019531053873
93,2013-01-12 17:00:00,0.03055681076467339
93,2013-01-12 17:00:00,0.03055681076467339
93,2013-01-12 17:00:00,0.03055681076467339
94,2013-01-12 20:00:00,0.03992569162022392
94,2013-01-12 20:00:00,0.03992569162022392
94,2013-01-12 20:00:00,0.03992569162022392
95,2013-01-12 23:00:00,0.1191394286288096
95,2013-01-12 23:00:00,0.1191394286288096
95,2013-01-12 23:00:00,0.1191394286288096
96,2013-01-13 02:00:00,0.01774865692624391
96,2013-01-13 02:00:00,0.01774865692624391
96,2013-01-13 02:00:00,0.01774865692624391
97,2013-01-13 05:00:00,0.01860721996284581
97,2013-01-13 05:00:00,0.01860721996284581
97,2013-01-13 05:00:00,0.01860721996284581
98,2013-01-13 08:00:00,0.01862228247225987
98,2013-01-13 08:00:00,0.01862228247225987
98,2013-01-13 08:00:00,0.01862228247225987
99,2013-01-13 11:00:00,0.02565145353215845
99,2013-01-13 11:00:00,0.02565145353215845
99,2013-01-13 11:00:00,0.02565145353215845
100,2013-01-13 14:00:00,0.02333182708239193
100,2013-01-13 14:00:00,0.02333182708239193
100,2013-01-13 14:00:00,0.02333182708239193
101,2013-01-13 17:00:00,0.02588743284631219
101,2013-01-13 17:00:00,0.02588743284631219
101,2013-01-13 17:00:00,0.02588743284631219
102,2013-01-13 20:00:00,0.01804488627805392
102,2013-01-13 20:00:00,0.01804488627805392
102,2013-01-13 20:00:00,0.01804488627805392
103,2013-01-13 23:00:00,0.01416377968569564
103,2013-01-13 23:00:00,0.01416377968569564
103,2013-01-13 23:00:00,0.01416377968569564
104,2013-01-14 02:00:00,0.02972837274689963
104,2013-01-14 02:00:00,0.02972837274689963
104,2013-01-14 02:00:00,0.02972837274689963
105,2013-01-14 05:00:00,0.02223728473163629
105,2013-01-14 05:00:00,0.02223728473163629
105,2013-01-14 05:00:00,0.02223728473163629
106,2013-01-14 08:00:00,0.02968820605512878
106,2013-01-14 08:00:00,0.02968820605512878
106,2013-01-14 08:00:00,0.02968820605512878
107,2013-01-14 11:00:00,0.05028869809710297
107,2013-01-14 11:00:00,0.05028869809710297
107,2013-01-14 11:00:00,0.05028869809710297
108,2013-01-14 14:00:00,0.02385901491188432
108,2013-01-14 14:00:00,0.02385901491188432
108,2013-01-14 14:00:00,0.02385901491188432
109,2013-01-14 17:00:00,0.02189084701511271
109,2013-01-14 17:00:00,0.02189084701511271
109,2013-01-14 17:00:00,0.02189084701511271
110,2013-01-14 20:00:00,0.02145403424210473
110,2013-01-14 20:00:00,0.02145403424210473
110,2013-01-14 20:00:00,0.02145403424210473
111,2013-01-14 23:00:00,0.03536677210423256
111,2013-01-14 23:00:00,0.03536677210423256
111,2013-01-14 23:00:00,0.03536677210423256
112,2013-01-15 02:00:00,0.01861224079931716
112,2013-01-15 02:00:00,0.01861224079931716
112,2013-01-15 02:00:00,0.01861224079931716
113,2013-01-15 05:00:00,0.01862228247225987
113,2013-01-15 05:00:00,0.01862228247225987
113,2013-01-15 05:00:00,0.01862228247225987
114,2013-01-15 08:00:00,0.05583170156148014
114,2013-01-15 08:00:00,0.05583170156148014
114,2013-01-15 08:00:00,0.05583170156148014
115,2013-01-15 11:00:00,0.02600793292162474
115,2013-01-15 11:00:00,0.02600793292162474
115,2013-01-15 11:00:00,0.02600793292162474
116,2013-01-15 14:00:00,0.01019229803685294
116,2013-01-15 14:00:00,0.01019229803685294
116,2013-01-15 14:00:00,0.01019229803685294
117,2013-01-15 17:00:00,0.01023246472862379
117,2013-01-15 17:00:00,0.01023246472862379
117,2013-01-15 17:00:00,0.01023246472862379
118,2013-01-15 20:00:00,0.03176181151779886
118,2013-01-15 20:00:00,0.03176181151779886
118,2013-01-15 20:00:00,0.03176181151779886
119,2013-01-15 23:00:00,0.01943565798061957
119,2013-01-15 23:00:00,0.01943565798061957
119,2013-01-15 23:00:00,0.01943565798061957
120,2013-01-16 02:00:00,0.04509715318572074
120,2013-01-16 02:00:00,0.04509715318572074
120,2013-01-16 02:00:00,0.04509715318572074
121,2013-01-16 05:00:00,0.03718933574333484
121,2013-01-16 05:00:00,0.03718933574333484
121,2013-01-16 05:00:00,0.03718933574333484
122,2013-01-16 08:00:00,0.02757443390068785
122,2013-01-16 08:00:00,0.02757443390068785
122,2013-01-16 08:00:00,0.02757443390068785
123,2013-01-16 11:00:00,0.008565547020133554
123,2013-01-16 11:00:00,0.008565547020133554
123,2013-01-16 11:00:00,0.008565547020133554
124,2013-01-16 14:00:00,0.0125771953607471
124,2013-01-16 14:00:00,0.0125771953607471
124,2013-01-16 14:00:00,0.0125771953607471
125,2013-01-16 17:00:00,0.02482301551438469
125,2013-01-16 17:00:00,0.02482301551438469
125,2013-01-16 17:00:00,0.02482301551438469
126,2013-01-16 20:00:00,0.01736205251794949
126,2013-01-16 20:00:00,0.01736205251794949
126,2013-01-16 20:00:00,0.01736205251794949
127,2013-01-16 23:00:00,0.07558869307626649
127,2013-01-16 23:00:00,0.07558869307626649
127,2013-01-16 23:00:00,0.07558869307626649
128,2013-01-17 02:00:00,0.03377516694281266
128,2013-01-17 02:00:00,0.03377516694281266
128,2013-01-17 02:00:00,0.03377516694281266
129,2013-01-17 05:00:00,0.01868755334638751
129,2013-01-17 05:00:00,0.01868755334638751
129,2013-01-17 05:00:00,0.01868755334638751
130,2013-01-17 08:00:00,0.03561781392780036
130,2013-01-17 08:00:00,0.03561781392780036
130,2013-01-17 08:00:00,0.03561781392780036
131,2013-01-17 11:00:00,0.01354119596324748
131,2013-01-17 11:00:00,0.01354119596324748
131,2013-01-17 11:00:00,0.01354119596324748
132,2013-01-17 14:00:00,0.07141637796856955
132,2013-01-17 14:00:00,0.07141637796856955
132,2013-01-17 14:00:00,0.07141637796856955
133,2013-01-17 17:00:00,0.02241301400813375
133,2013-01-17 17:00:00,0.02241301400813375
133,2013-01-17 17:00:00,0.02241301400813375
134,2013-01-17 20:00:00,0.02314605613295175
134,2013-01-17 20:00:00,0.02314605613295175
134,2013-01-17 20:00:00,0.02314605613295175
135,2013-01-17 23:00:00,0.1463674248129738
135,2013-01-17 23:00:00,0.1463674248129738
135,2013-01-17 23:00:00,0.1463674248129738
136,2013-01-18 02:00:00,0.02245820153637596
136,2013-01-18 02:00:00,0.02245820153637596
136,2013-01-18 02:00:00,0.02245820153637596
137,2013-01-18 05:00:00,0.01883315760405684
137,2013-01-18 05:00:00,0.01883315760405684
137,2013-01-18 05:00:00,0.01883315760405684
138,2013-01-18 08:00:00,0.01886328262288497
138,2013-01-18 08:00:00,0.01886328262288497
138,2013-01-18 08:00:00,0.01886328262288497
139,2013-01-18 11:00:00,0.0364261685996887
139,2013-01-18 11:00:00,0.0364261685996887
139,2013-01-18 11:00:00,0.0364261685996887
140,2013-01-18 14:00:00,0.03535170959481849
140,2013-01-18 14:00:00,0.03535170959481849
140,2013-01-18 14:00:00,0.03535170959481849
141,2013-01-18 17:00:00,0.03802781543405131
141,2013-01-18 17:00:00,0.03802781543405131
141,2013-01-18 17:00:00,0.03802781543405131
142,2013-01-18 20:00:00,0.03194256163076768
142,2013-01-18 20:00:00,0.03194256163076768
142,2013-01-18 20:00:00,0.03194256163076768
143,2013-01-18 23:00:00,0.02018376261485163
143,2013-01-18 23:00:00,0.02018376261485163
143,2013-01-18 23:00:00,0.02018376261485163
144,2013-01-19 02:00:00,0.03281618717678365
144,2013-01-19 02:00:00,0.03281618717678365
144,2013-01-19 02:00:00,0.03281618717678365
145,2013-01-19 05:00:00,0.05607772254857658
145,2013-01-19 05:00:00,0.05607772254857658
145,2013-01-19 05:00:00,0.05607772254857658
146,2013-01-19 08:00:00,0.01891851182406988
146,2013-01-19 08:00:00,0.01891851182406988
146,2013-01-19 08:00:00,0.01891851182406988
147,2013-01-19 11:00:00,0.02710749610885173
147,2013-01-19 11:00:00,0.02710749610885173
147,2013-01-19 11:00:00,0.02710749610885173
148,2013-01-19 14:00:00,0.01570517648240196
148,2013-01-19 14:00:00,0.01570517648240196
148,2013-01-19 14:00:00,0.01570517648240196
149,2013-01-19 17:00:00,0.02267409750464427
149,2013-01-19 17:00:00,0.02267409750464427
149,2013-01-19 17:00:00,0.02267409750464427
150,2013-01-19 20:00:00,0.02055530451373198
150,2013-01-19 20:00:00,0.02055530451373198
150,2013-01-19 20:00:00,0.02055530451373198
151,2013-01-19 23:00:00,0.02190088868805543
151,2013-01-19 23:00:00,0.02190088868805543
151,2013-01-19 23:00:00,0.02190088868805543
152,2013-01-20 02:00:00,0.02401466084249636
152,2013-01-20 02:00:00,0.02401466084249636
152,2013-01-20 02:00:00,0.02401466084249636
153,2013-01-20 05:00:00,0.01873274087462971
153,2013-01-20 05:00:00,0.01873274087462971
153,2013-01-20 05:00:00,0.01873274087462971
154,2013-01-20 08:00:00,0.01303409147964051
154,2013-01-20 08:00:00,0.01303409147964051
154,2013-01-20 08:00:00,0.01303409147964051
155,2013-01-20 11:00:00,0.0190540744087965
155,2013-01-20 11:00:00,0.0190540744087965
155,2013-01-20 11:00:00,0.0190540744087965
156,2013-01-20 14:00:00,0.01969674147713009
156,2013-01-20 14:00:00,0.01969674147713009
156,2013-01-20 14:00:00,0.01969674147713009
157,2013-01-20 17:00:00,0.01529346789175076
157,2013-01-20 17:00:00,0.01529346789175076
157,2013-01-20 17:00:00,0.01529346789175076
158,2013-01-20 20:00:00,0.0203594918913491
158,2013-01-20 20:00:00,0.0203594918913491
158,2013-01-20 20:00:00,0.0203594918913491
159,2013-01-20 23:00:00,0.009509464276748505
159,2013-01-20 23:00:00,0.009509464276748505
159,2013-01-20 23:00:00,0.009509464276748505
160,2013-01-21 02:00:00,0.01884319927699954
160,2013-01-21 02:00:00,0.01884319927699954
160,2013-01-21 02:00:00,0.01884319927699954
161,2013-01-21 05:00:00,0.0188482201134709
161,2013-01-21 05:00:00,0.0188482201134709
161,2013-01-21 05:00:00,0.0188482201134709
162,2013-01-21 08:00:00,0.01887834513229904
162,2013-01-21 08:00:00,0.01887834513229904
162,2013-01-21 08:00:00,0.01887834513229904
163,2013-01-21 11:00:00,0.01147261133704875
163,2013-01-21 11:00:00,0.01147261133704875
163,2013-01-21 11:00:00,0.01147261133704875
164,2013-01-21 14:00:00,0.001762313601446001
164,2013-01-21 14:00:00,0.001762313601446001
164,2013-01-21 14:00:00,0.001762313601446001
165,2013-01-21 17:00:00,0.01152784053823367
165,2013-01-21 17:00:00,0.01152784053823367
165,2013-01-21 17:00:00,0.01152784053823367
166,2013-01-21 20:00:00,0.004860169704272731
166,2013-01-21 20:00:00,0.004860169704272731
166,2013-01-21 20:00:00,0.004860169704272731
167,2013-01-21 23:00:00,0.01069940252045991
167,2013-01-21 23:00:00,0.01069940252045991
167,2013-01-21 23:00:00,0.01069940252045991
168,2013-01-22 02:00:00,0.02700205854295325
168,2013-01-22 02:00:00,0.02700205854295325
168,2013-01-22 02:00:00,0.02700205854295325
169,2013-01-22 05:00:00,0.0188482201134709
169,2013-01-22 05:00:00,0.0188482201134709
169,2013-01-22 05:00:00,0.0188482201134709
170,2013-01-22 08:00:00,0.01544409298589145
170,2013-01-22 08:00:00,0.01544409298589145
170,2013-01-22 08:00:00,0.01544409298589145
171,2013-01-22 11:00:00,0.01055881909926194
171,2013-01-22 11:00:00,0.01055881909926194
171,2013-01-22 11:00:00,0.01055881909926194
172,2013-01-22 14:00:00,0.005568107646733945
172,2013-01-22 14:00:00,0.005568107646733945
172,2013-01-22 14:00:00,0.005568107646733945
173,2013-01-22 17:00:00,0.01804990711452528
173,2013-01-22 17:00:00,0.01804990711452528
173,2013-01-22 17:00:00,0.01804990711452528
174,2013-01-22 20:00:00,0.02111763819852387
174,2013-01-22 20:00:00,0.02111763819852387
174,2013-01-22 20:00:00,0.02111763819852387
175,2013-01-22 23:00:00,0.003735502334688959
175,2013-01-22 23:00:00,0.003735502334688959
175,2013-01-22 23:00:00,0.003735502334688959
176,2013-01-23 02:00:00,0.01893357433348395
176,2013-01-23 02:00:00,0.01893357433348395
176,2013-01-23 02:00:00,0.01893357433348395
177,2013-01-23 05:00:00,0.01894361600642667
177,2013-01-23 05:00:00,0.01894361600642667
177,2013-01-23 05:00:00,0.01894361600642667
178,2013-01-23 08:00:00,0.01896369935231209
178,2013-01-23 08:00:00,0.01896369935231209
178,2013-01-23 08:00:00,0.01896369935231209
179,2013-01-23 11:00:00,0.01348596676206256
179,2013-01-23 11:00:00,0.01348596676206256
179,2013-01-23 11:00:00,0.01348596676206256
180,2013-01-23 14:00:00,0.01539388462117789
180,2013-01-23 14:00:00,0.01539388462117789
180,2013-01-23 14:00:00,0.01539388462117789
181,2013-01-23 17:00:00,0.02770999648541447
181,2013-01-23 17:00:00,0.02770999648541447
181,2013-01-23 17:00:00,0.02770999648541447
182,2013-01-23 20:00:00,0.02025405432545062
182,2013-01-23 20:00:00,0.02025405432545062
182,2013-01-23 20:00:00,0.02025405432545062
183,2013-01-23 23:00:00,0.02877441381734196
183,2013-01-23 23:00:00,0.02877441381734196
183,2013-01-23 23:00:00,0.02877441381734196
184,2013-01-24 02:00:00,0.007345483757594015
184,2013-01-24 02:00:00,0.007345483757594015
184,2013-01-24 02:00:00,0.007345483757594015
185,2013-01-24 05:00:00,0.02014861675955214
185,2013-01-24 05:00:00,0.02014861675955214
185,2013-01-24 05:00:00,0.02014861675955214
186,2013-01-24 08:00:00,0.02015363759602349
186,2013-01-24 08:00:00,0.02015363759602349
186,2013-01-24 08:00:00,0.02015363759602349
187,2013-01-24 11:00:00,0.01671436461314455
187,2013-01-24 11:00:00,0.01671436461314455
187,2013-01-24 11:00:00,0.01671436461314455
188,2013-01-24 14:00:00,0.007516192197620123
188,2013-01-24 14:00:00,0.007516192197620123
188,2013-01-24 14:00:00,0.007516192197620123
189,2013-01-24 17:00:00,0.005628357684390219
189,2013-01-24 17:00:00,0.005628357684390219
189,2013-01-24 17:00:00,0.005628357684390219
190,2013-01-24 20:00:00,0.06678214590550785
190,2013-01-24 20:00:00,0.06678214590550785
190,2013-01-24 20:00:00,0.06678214590550785
191,2013-01-24 23:00:00,0.01012200632625395
191,2013-01-24 23:00:00,0.01012200632625395
191,2013-01-24 23:00:00,0.01012200632625395
192,2013-01-25 02:00:00,0.01841140734046292
192,2013-01-25 02:00:00,0.01841140734046292
192,2013-01-25 02:00:00,0.01841140734046292
193,2013-01-25 05:00:00,0.01842144901340563
193,2013-01-25 05:00:00,0.01842144901340563
193,2013-01-25 05:00:00,0.01842144901340563
194,2013-01-25 08:00:00,0.01843149068634834
